COUNTY,Main ID,area,lon,lat,pwcr_per_day,PD_E,Annual_elec_demand,utilisation_1,cost,Annual_Energy
Garissa,3516,10000,40.27070236,-1.865541465,57556.52078928015,2.361164743569954,4212.846863896387,51.02384997470155,314351.3069704423,8256.622865552452
Garissa,3517,10000,40.27070236,-1.768479265,57884.01502971512,2.3738324319141912,4286.124463338954,51.71323364742646,316037.8069904639,8288.25459371028
Garissa,3518,10000,40.27070236,-1.671417065,57725.38699956261,2.3676968684728292,4347.220045034396,52.570385477161665,315220.9548872617,8269.332639615082
Garissa,3519,10000,40.27070236,-1.574354865,58224.5091790398,2.3870006737365563,4425.882148052966,53.39101987611536,317790.94769724266,8289.562848438673
Lamu,3520,10000,40.27070236,-2.253790265,56938.60649589655,2.337257469044842,4070.5208665651157,48.68093940791509,311168.43588381604,8361.63171063064
Lamu,3521,10000,40.27070236,-2.156728065,56765.27545046892,2.3305498321813984,4060.423921926501,49.20956733039304,310275.4213576383,8251.289621517732
Lamu,3522,10000,40.27070236,-2.059665865,57162.38296832904,2.345916346694217,4096.593772969386,49.62493403439301,312321.22690078785,8255.111775322875
Garissa,3523,10000,40.27070236,-1.962603665,57510.673477496326,2.3593911664862506,4152.698287265822,50.30788275127349,314115.18355898047,8254.567793673847
Wajir,3524,10000,40.35476069,2.841975235,64926.09155703226,5.2007016321063855,8969.044503282968,47.80988177341664,692390.2110888516,18759.81318211491
Mandera,3525,10000,40.35476069,2.939037435,66211.7468782969,5.297993502422632,9182.950391045704,48.18568703020268,705343.0669515347,19057.423390663396
Mandera,3526,10000,40.35476069,3.036099635,64912.665245387354,5.199685303974049,8993.975328956825,48.0238874092013,692254.9032592811,18728.12846723773
Mandera,3527,10000,40.35476069,3.133161835,63932.251980778856,5.125454550209006,8869.024315308054,48.07722790569485,682372.2660875258,18447.453610896522
Wajir,3528,10000,40.35476069,2.453726435,63637.48258233728,5.103129966234015,8733.75125726126,45.92231254196255,679400.1049245993,19018.535378157616
Wajir,3529,10000,40.35476069,2.550788635,63348.18115310617,5.081216549389537,8707.320621855533,46.509214764771464,676482.6840864266,18721.71066721797
Wajir,3530,10000,40.35476069,2.647850835,64053.85926258826,5.134663689726427,8831.768145318914,47.13685132927925,683598.3156680381,18736.440590025206
Wajir,3531,10000,40.35476069,2.744913035,65026.8694063297,5.208329992492813,8936.594805734878,47.8468514267231,693405.8052205382,18677.49818276166
Mandera,3532,10000,40.35476069,3.618472835,63801.06325840646,5.115519246603175,8752.48628715782,48.593655868739866,681049.5393772671,18011.582233697023
Mandera,3533,10000,40.35476069,3.715535035,63492.0263985849,2.5904329796957133,4420.606107257693,48.738169253885836,344874.7043188091,9070.111116053551
Mandera,3534,10000,40.35476069,3.812597235,63403.24260990409,2.587008348452603,4441.336706714534,49.3022455820767,344418.7694628889,9008.386239366617
Mandera,3535,10000,40.35476069,3.909659435,64374.10327179968,2.624449609959797,4508.131470934608,49.45853243092581,349403.47437238763,9114.972178421795
Mandera,3536,10000,40.35476069,3.230224035,64021.446857143055,5.132209196326074,8869.498368372155,48.16345375402234,683271.5391436756,18415.41184664612
Mandera,3537,10000,40.35476069,3.327286235,65090.46135704215,5.213143396320099,9060.005047183411,48.610328877877954,694046.63292568,18638.024585154624
Mandera,3538,10000,40.35476069,3.424348435,65160.90953113834,5.218475602047452,9066.964231265789,48.504455010146486,694756.5308029854,18693.054543895196
Mandera,3539,10000,40.35476069,3.521410635,64562.99100601383,5.173213941110002,8921.980880529753,48.55529756885875,688730.664835739,18374.88662874949
Mandera,3540,10000,40.35476069,4.006721635,63548.30834639889,2.5926038552642985,4472.150386368765,49.3884169225349,345163.72166675713,9055.059192083998
Mandera,3541,4800,40.36342165,4.082824372,63665.730207443296,2.5971328065412944,4493.000667236132,49.88710604253761,345766.67906606867,9006.336553988624
Wajir,3542,10000,40.27070236,2.016946535,63711.7643867064,5.108756040507454,9005.914898310291,46.77678943135492,680149.1266969193,19252.956450819478
Wajir,3543,10000,40.27070236,2.114008735,63778.093849408426,5.11377964482808,8817.368619881065,45.89779954942091,680817.9392345416,19210.874391455032
Wajir,3544,10000,40.27070236,2.211070935,63919.27602961536,5.124471870336143,8748.921549691007,45.32009998312594,682241.4379853321,19304.72693782339
Wajir,3545,10000,40.27070236,2.308133135,63271.19956939698,5.075385009343872,8650.578312730668,45.169794077061624,675706.307833987,19151.24584799392
Wajir,3546,10000,40.27070236,1.628697735,64513.50710457262,5.169467527911469,9375.798998269502,48.90159755662635,688231.8898609655,19172.78671195282
Wajir,3547,10000,40.27070236,1.725759935,64684.38696574339,5.182404442722087,9356.062738260047,48.8753873261796,689954.2330773623,19142.687659579053
